标题,阅读量,评论,时间
轮动太猛了...,626,0,2021-09-18 11:22
6000多只基金下跌，亏成狗了，女朋友要分手了,1775,0,2021-09-18 10:38
来直真科技003007抢筹了，流通市值4.2亿元，上市一年的次新高科技公司，现已,499,0,2021-09-17 10:32
我个人感觉今年好不了到明年应该可以,476,0,2021-09-17 10:13
节前埋伏,493,0,2021-09-17 10:12
节前埋伏,493,0,2021-09-17 10:12
真尼，玛拉几…,413,0,2021-09-17 10:01
昨天市场又是跌幅很惨的一天，各大A股指数都没少跌，创业板跌了2.2%，沪深300,593,0,2021-09-17 08:12
A股已连续40个交易日成交额破万亿，接近历史记录，释放了什么信号？,723,1,2021-09-14 06:29
大牛市 压不住！,521,0,2021-09-17 02:00
强势OR更强势？,622,3,2021-09-13 11:19
高低切换,652,1,2021-09-15 09:58
日线超卖条件出现了！！耐心等15分钟底部背离形成时加两成仓！如果没有15分钟底部,691,5,2021-09-16 03:22
9月17日可转债：晨丰转债：上市明天晨丰上市，当前价格，正股是一家灯具公司，没有,944,0,2021-09-16 06:12
已经连跌四天，买入做多，搏一日反弹,536,3,2021-09-16 02:31
沪深300为什么一直跌？,1864,4,2021-09-15 02:44
不着急！15分钟和30分钟底背离的形成需要一个反弹，再下，才能形成！明天11点，,852,6,2021-09-15 04:17
看着吧！估计又和过年一样！国内回来第一天高开走向深渊,394,0,2021-09-16 03:11
要不是大消费发力，今天已经股灾了,394,0,2021-09-16 02:50
还有大跌   远离,458,0,2021-09-16 11:28
板块轮动期，持仓股涨了，该抛就赶紧抛掉，不要太贪心,408,0,2021-09-16 10:50
被权重股搅和的乌烟瘴气   真是垃圾市,436,0,2021-09-16 10:44
未来几天，关注沪深300能否在这个区域做一个复合底，不破前低。[微笑][微笑],473,0,2021-09-16 10:35
年年过节就这样,355,0,2021-09-16 10:34
快了，[财神][财神],454,0,2021-09-16 10:19
靠废铜烂铁黑五类的股市是没有行情的,360,0,2021-09-16 10:06
马上拉稀翻绿,412,0,2021-09-16 09:34
今天买沪深300[财神][财神][财神],468,0,2021-09-16 08:18
很多做投资的人更热衷于做个股，觉得做好了能取得很高的收益；对于基金投资，甚至有点,512,0,2021-09-16 07:29
沪深300目前的估值再下杀的话可以作为明年避险板块了[大笑],491,0,2021-09-15 11:53
真是笑话呀，上证3600点上方，竟然涌现下跌恐慌盘，，不割这些抛盘的韭菜，天理不,438,1,2021-09-15 01:42
9月16日可转债：蒙娜转债：上市明天蒙娜上市，预测价108，因限电影响，公司6条,1010,0,2021-09-15 05:30
明天开始，又要等15分钟底部背离了！没有15分钟以上级别的底背离、大分钟低序列共,501,3,2021-09-14 03:07
周期股 翻了多少倍了    获利走人   不跌才怪   继续大跌,437,0,2021-09-15 02:14
继续拉破铜烂铁黑五类，不要停,474,0,2021-09-15 02:13
300交割了收韭菜了,448,0,2021-09-15 01:41
开始下一轮的暴跌，牛逼大a涨一天跌4天的存在,374,0,2021-09-15 01:34
看看外围市场，我们是最大的杯具,401,3,2021-09-14 03:13
做股票，做期权不要轻易出手，要等到恐慌盘杀跌后才捡尸体。股指交割日前夕是例牌下跌的,619,4,2021-09-14 02:07
符合预期,581,0,2021-09-14 11:25
转发,402,1,2021-09-13 10:39
对于年内接近或翻倍基金原则上以赎回为主！！！,457,1,2021-09-13 07:13
9月15日可转债：无预告周四蒙娜转债上市，正股遭遇较大利空，今天大跌超8%，目前,648,0,2021-09-14 05:56
【600888新疆众和！！9元时，我已呐喊了多遍！！】今天会继续涨停！2个月之内,422,1,2021-09-14 01:36
牛市去哪里了？牛市就是这个样子吗？,367,1,2021-09-14 03:24
全仓杀入煤炭股！主升浪回踩就是机会！$,386,3,2021-09-14 11:14
怎么多大佬跑了呀，看来得等下个月了,261,0,2021-09-14 02:40
杀杀杀，全部跌停,321,0,2021-09-14 02:37
一天跌光光，散户追涨杀跌太凶了！,324,0,2021-09-14 02:17
盘点今年最骚的板$上证指数(SH000001)$$沪深300(SH000300),581,3,2021-09-14 12:23
今天不装逼了,313,0,2021-09-14 02:00
真他么废品,234,0,2021-09-14 11:13
只要完成底部形态5200见！！！,339,0,2021-09-14 10:27
日线高九没有了！明天，又变成日线超买失效加两成仓！如果下跌，就等，低点指标不会只,553,0,2021-09-13 10:45
9月14日可转债：泉峰转债：建议申购明天一枚大肉债，泉峰转债上市申购，当前价格1,2528,0,2021-09-13 05:13
基本就是废铜烂铁，石油，煤炭硬撑着,482,1,2021-09-13 10:18
要做多起码也要等股指交割日后才做多,397,1,2021-09-13 11:02
放量滞涨，基本没戏了,332,0,2021-09-13 01:19
沪深300只能做多啊！不破前高就还是底背离！！！,340,0,2021-09-13 10:20
顶背离了，别挣扎了,331,0,2021-09-13 10:11
跳水啦！,362,2,2021-09-10 10:54
请问这个黄线和蓝线分别表示啥意思啊,574,3,2021-09-11 05:48
A股市场太多的博傻短线投机炒作游戏盛行，造成300个股中除少数食品饮料科技新材料,429,1,2021-09-12 04:40
转发,352,0,2021-09-12 11:15
基金买得多，其实我是在定投基金,2916,25,2021-09-06 01:41
张坤重大改动...,677,0,2021-09-12 11:12
【周六重大事件汇总】【时政新闻】国家卫生健康委今日派出工作组赴福建莆田市指导疫情,569,0,2021-09-11 10:19
股友们，这次可以说多方胜利了吧？,383,2,2021-09-10 03:04
沪深300很稳，可以关注,364,0,2021-09-11 02:33
9月初就应该买IC、算是瞎眼了买了IF套中套、垃圾堆里出不来金凤凰！！切记！！切,546,2,2021-09-09 07:59
9月10日大头个人基金操作策略操作前提一句，每天分析总结都很辛苦，大头希望大家看,1054,4,2021-09-10 02:22
日线超买没有失效！日线突破0轴！30分钟多市场顶背离共振！60分钟钝化！日线序列,534,2,2021-09-10 03:16
有做期权吗？,510,2,2021-09-10 04:58
9月13日可转债：无预告下周二有一只新债，等周一再出分析~另外，今天牧原叒直冲1,671,0,2021-09-10 05:53
尾盘关注日线超买能否失效！失效的判断标准是日线收盘高于5013.98点！如失效，,472,3,2021-09-10 11:43
一顿分析猛如虎，扭头赔了二百五[摊手],470,0,2021-09-10 02:25
基金最近涨的不错，要止盈不？,401,0,2021-09-10 02:04
感觉决战是空头胜利了啊！今天上午爆量了吗？,323,0,2021-09-10 11:15
沪深300日线还是底部背离，最少要破8月前高！！！,372,0,2021-09-10 10:00
上证50重启升势，具体请看我的详细推演,406,0,2021-09-10 07:29
今天日线超买形成了！很好，追涨加仓的点位有了，那就是日线超买失效！当然，如果就此,521,2,2021-09-09 04:25
沪深300年12月31前再创历史新高！！,368,0,2021-09-09 10:17
寻找下个热点,571,0,2021-09-09 09:20
明天上证50重启升势，具体请看我的详细推演,448,0,2021-09-09 09:08
广汇能源已平仓。,368,1,2021-09-09 12:46
9月10日可转债：瑞丰转债：建议申购牧原转债：上市明天一只新债，瑞丰转债上市申购,1203,0,2021-09-09 06:00
沪深300日线底背离！必须冲高才能化解！,413,1,2021-09-09 04:32
9月9日大头个人基金操作策略！每天分析总结都很辛苦，大头希望大家看完点个赞支持下,677,0,2021-09-09 02:41
快快拉上去吧不然。。。。。。,433,0,2021-09-09 01:36
垃圾堆里飞不出金凤凰！！,484,0,2021-09-09 01:28
低开是好事，把意志不坚定的的多头赶跑咱们继续上！,280,2,2021-09-09 09:43
午评丨“煤老板”再创年内新高，券商板块大幅回落今早，A股三大指数涨跌不一，上证指,612,0,2021-09-09 12:42
总之压住不给涨,324,1,2021-09-09 10:13
【600888新疆众和！！】控股股东就是最牛的特变电工，高纯铝全球第一，业绩开始,626,0,2021-09-09 12:33
沪深300就离谱！,411,0,2021-09-09 11:46
中证500真香，中小盘才是资金进的地方，牛市已经形成,334,0,2021-09-09 10:13
沪深300指数应该是确认反弹了吧，只是反弹的高度目前看不出来，今天不符合小猪的买,4425,28,2021-07-29 03:48
温故而知新,428,0,2021-09-08 10:07
日线假摔指标成立！但日线超买险些形成！有点意思，同时出现一个高点指标和一个低点指,515,6,2021-09-08 03:13
转发,307,0,2021-09-08 08:01
股市连续交易量持续放大，市场行情却与巨大的成交量背道而驰，这样必将要变成大事件！,322,0,2021-09-08 06:31
从背离的角度看！目前沪深300还有机会，毕竟没有严重的背离,533,0,2021-09-08 06:14
9月9日可转债：无另外，10号有一只新债申购，明天出分析哈~预测价格：预测价格=,402,0,2021-09-08 05:49
今天15分钟钝化又消失了！但日线超买条件出现了！如果明天上午是涨的，10点半到1,741,3,2021-09-07 03:01
今天的量还比不上昨天，要冲破20日均线基本没戏。,264,1,2021-09-08 02:29
从双创向中证500，沪深300，上证50转向，现在中证500最强,331,0,2021-09-08 02:39
沪深300就是老年票,288,0,2021-09-08 02:25
多方必须有最后一次诱多，300指数可能会触及5100点！,426,1,2021-09-07 03:16
中证500疯牛行情已经开始,322,0,2021-09-08 10:15
【IF2109合约】回落多单,308,0,2021-09-08 10:14
拿紧手中筹码，不要给洗下车,312,0,2021-09-08 09:55
6000今年底,258,0,2021-09-08 09:33
转发,351,0,2021-09-07 07:44
牛市已经确认开启。注意是已经确认的。8月30日给出的第一目标已经实现，所以这个地,369,0,2021-09-07 07:43
9月8日可转债：嘉美转债：上市先说一句，晶瑞真猛！明天嘉美上市，目前预测价129,2231,0,2021-09-07 05:17
9月7日可转债：晶瑞转2：上市明天晶瑞转2上市，目前预测价115，晶瑞是一般性质,1745,2,2021-09-06 05:30
未来还有高点但是我不做了！今天把手上的全部LCIO全部清空了,334,0,2021-09-07 04:14
近无热点,476,3,2021-09-07 01:48
再涨100点我再卖,360,1,2021-09-07 01:32
5000点了基金暂时走人了等4700点再接回来,460,0,2021-09-07 02:50
由于上涨速度快，且临近0线0轴，这里的高点不建议减仓，等突破日线0轴时，还要加仓,347,0,2021-09-07 02:08
高点！,406,0,2021-09-07 02:03
贴水18个点厉害,305,0,2021-09-07 12:59
IF2109合约：沪深300初步回踩到位，日线三重底且低点逐步上移，当前价格完全,436,0,2021-09-07 11:00
接，今年底重上5900,429,0,2021-09-07 10:30
散户最大优势1秒满仓！,309,0,2021-09-07 09:34
昨天市场大涨，特别是创业板更是大涨4%，很多人的信心立马爆棚了，直接忘记了上周的,699,0,2021-09-07 08:42
事实证明，单一非标的指数的高点指标不能用作标的指标判断依据！今天，15分钟顶部钝,633,2,2021-09-06 03:38
新主线？,623,0,2021-09-06 09:41
转发,325,0,2021-09-06 09:12
300以后肯定是最强的，应该会跑赢创业,355,0,2021-09-06 03:03
就要短线调整了，,347,0,2021-09-06 11:16
这几个行业堪称“万年”增持,762,0,2021-09-06 11:19
全仓杀入医药股！拐点历史大底，向上40%空间,394,0,2021-09-06 10:48
今天大阳,394,2,2021-09-06 09:43
转发,288,0,2021-09-05 11:21
热点转换,531,4,2021-09-02 07:34
患与不患,883,0,2021-09-05 09:37
4500或值得投资了,644,6,2021-09-04 08:25
大金融完成多方炮形态！,665,0,2021-09-04 05:23
上证50的牛市开启，要重新拥抱大盘蓝筹股了，具体分析见推演,677,0,2021-09-04 04:42
【昨夜今晨重大事件汇总】【时政新闻】证监会就北京证券交易所有关基础制度安排向社会,674,0,2021-09-04 10:55
最近，量化私募基金非常受追捧，原因就是今年它们的业绩突出，短期巨大的收益吸引了很,776,0,2021-09-04 07:59
别看上证有高点，沪深300是没有高点的，连个60分钟的超买都没有，我们做沪深，还,718,2,2021-09-03 03:16
工程机械的龙头：三一重工,501,0,2021-09-03 08:16
9月6日可转债：元力转债：建议申购下周一，元力转债，价格113，可以申购哈，另外,1045,0,2021-09-03 05:35
尾盘拉的真爽，周一开盘卖掉，放空，周一券商会把大盘带到沟里，往下最少两个点,417,0,2021-09-03 03:13
今天券商好爽,350,0,2021-09-03 03:11
自己去品到底该去干什么……[得意][得意][得意]$上证指数(SH000001),1551,0,2021-09-03 02:06
今晚美股暴跌10%,473,1,2021-09-03 01:07
也或券商被券商自己唱空一年很久了没来及配吧…参股的啥轴承和医药公司去年新三板都还,725,0,2021-09-03 01:04
券商股被券商自己唱空一年很久了没来及配吧…参股的啥轴承和医药公司去年新三板都还中,717,0,2021-09-03 12:46
重仓买进国网英大，底部拉升，主力资金流入，即将开启主升浪,665,0,2021-09-03 12:08
中证500疯牛行情已经开始，别在做权重了,612,2,2021-09-03 09:43
这个300真拉胯…,488,3,2021-09-03 09:31
在今年震荡的股市行情下，一部分网友选择回到货币基金的怀抱。近日，有网友在余额宝评,491,0,2021-09-03 09:52
今年以来，大白马股都很受伤，股价是跌跌不休，于是很多公司开始采取一些措施来稳定市,753,0,2021-09-03 09:44
拉几中的战斗鸡,360,0,2021-09-03 09:42
这沪深今年有点意思，深圳跌他跟深圳，上证跌跟上证，三指数都涨，他还跌,372,0,2021-09-03 09:42
转发,359,0,2021-09-02 10:57
买平安就是买保险，买招商银行就是存钱。,383,0,2021-09-02 09:57
明天开始关注15分钟顶部背离能否形成！形成时如有其他周期的序列或超买共振的，是短,544,2,2021-09-02 04:24
为什么空头那么强,597,1,2021-09-02 03:04
昨天三傻上攻，今天消费掉队了,463,2,2021-09-02 09:57
被20日线死死压制,494,2,2021-09-02 10:48
明天继续等，然后看明天情况再说后天的策略！,537,3,2021-09-01 04:26
一日游而已，多头最后的疯狂。明天开始继续天天下跌。,570,2,2021-09-01 01:57
你怎么萎靡不振的？,357,0,2021-09-02 01:05
今天你怎么啦？,370,0,2021-09-02 01:04
均线已经开始向下了,478,0,2021-09-02 12:10
IF2109合约（沪深300）：昨日开盘后价格走势上表现出了很强的反弹势能，日线,700,0,2021-09-02 11:16
说个潜力派...,991,0,2021-09-02 10:31
300今年是真拉夸…,367,0,2021-09-02 10:09
看到这么多看空的，我就安心了,415,1,2021-09-01 06:54
转发,358,0,2021-09-01 11:09
已经连继一个月，日成交万亿以上，券商3季度利润爆涨，布局券商必有收获！,374,0,2021-09-01 10:48
别追涨,1071,0,2021-09-01 09:18
